罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,葛城３丁目,2022/9/8,8,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町３丁目,2022/11/19,18,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,末広２丁目,2022/2/21,1,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,末広２丁目,2022/6/18,7,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022/2/13,8,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022/4/23,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022/8/20,22,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022/9/19,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022/10/27,17,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022/11/25,19,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲２丁目,2022/2/8,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲２丁目,2022/8/28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲２丁目,2022/11/24,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021/8/24,7,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021/10/8,8,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022/4/7,7,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022/4/29,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022/5/2,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022/7/2,15,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022/11/9,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022/12/12,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,不明,不明,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2022/3/5,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2022/4/11,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2022/5/28,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,要町,2022/7/14,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,要町,2022/10/20,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,栄町,2022/11/30,21,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央１丁目,2022/8/12,9,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央２丁目,2022/4/5,17,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/1/25,14,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/3/28,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/4/7,18,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/4/30,16,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/6/26,22,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/7/17,13,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/9/18,3,駐車（輪）場,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/9/25,20,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2022/9/30,21,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/1/24,18,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/2/19,12,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/4/9,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/5/6,10,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/7/5,10,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/10/27,13,その他,その他,40歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/10/30,0,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/11/2,16,その他,その他,40歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2022/12/15,16,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,不明,不明,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2022/6/7,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2022/9/27,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2022/12/11,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2022/12/24,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2022/4/13,21,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2022/4/20,20,その他の住宅（３階建て以下共同住宅等）,その他,60-64歳,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2022/4/27,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2022/6/25,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2022/7/15,9,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2022/7/18,1,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2022/8/15,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場南１丁目,2022/1/17,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,東本町,2022/9/18,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,弁天４丁目,2022/9/25,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町１丁目,2022/3/22,16,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町２丁目,2022/1/5,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町２丁目,2022/5/22,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町２丁目,2022/5/26,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町２丁目,2022/10/22,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光１丁目,2022/8/4,14,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光１丁目,2022/8/15,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光１丁目,2022/8/21,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光１丁目,2022/8/23,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光１丁目,不明,不明,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2022/1/13,17,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2022/6/13,10,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2022/7/1,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2022/8/24,5,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2022/10/14,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2022/11/10,10,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光３丁目,2022/4/10,12,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光３丁目,2022/5/17,22,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光３丁目,2022/7/13,16,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光３丁目,2022/7/18,19,その他,駐車（輪）場,50歳代,その他,施錠した
